time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner
3,19,"(48, 27)",16.0,3,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,20,"(13, 9)",11.0,3,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,21,"(6, 20)",21.0,3,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,22,"(20, 18)",16.0,3,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,23,"(33, 3)",37.0,3,2,1,male,Int64[],false,0.0,Int64[],Int64[],[11]
3,24,"(14, 42)",19.0,3,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,25,"(10, 9)",9.0,3,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,26,"(44, 15)",16.0,3,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,27,"(35, 1)",22.0,3,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,29,"(38, 11)",12.0,3,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,31,"(15, 37)",43.0,3,5,2,female,Int64[],false,0.0,Int64[],Int64[],[13]
3,32,"(25, 39)",10.0,3,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,33,"(27, 2)",1.0,3,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,35,"(31, 50)",7.0,3,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,36,"(43, 42)",3.0,3,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,38,"(38, 14)",23.0,3,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,39,"(9, 24)",12.0,3,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,40,"(18, 40)",60.0,3,5,4,female,Int64[],false,0.0,Int64[],Int64[],[46]
3,42,"(24, 11)",19.0,3,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,43,"(46, 7)",4.0,3,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,44,"(10, 1)",9.0,3,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,48,"(44, 32)",17.0,3,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,49,"(6, 24)",10.0,3,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
3,50,"(13, 19)",32.0,3,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,4,"(5, 12)",19.0,4,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,5,"(13, 38)",47.0,4,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,6,"(24, 28)",7.0,4,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,7,"(9, 37)",16.0,4,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,8,"(34, 13)",15.0,4,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,10,"(39, 45)",10.0,4,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,12,"(29, 7)",24.0,4,6,2,male,Int64[],false,0.0,Int64[],Int64[],[3]
4,15,"(26, 16)",6.0,4,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,17,"(14, 42)",52.0,4,1,2,male,Int64[],false,0.0,Int64[],Int64[],[24]
4,18,"(2, 18)",5.0,4,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,19,"(48, 27)",14.0,4,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,20,"(13, 9)",10.0,4,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,21,"(6, 20)",20.0,4,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,22,"(20, 18)",13.0,4,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,23,"(33, 4)",39.0,4,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,25,"(10, 9)",6.0,4,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,26,"(44, 14)",15.0,4,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,27,"(34, 1)",21.0,4,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,29,"(38, 10)",12.0,4,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,31,"(14, 37)",45.0,4,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,32,"(25, 38)",8.0,4,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,35,"(31, 50)",5.0,4,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,36,"(43, 42)",2.0,4,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,38,"(38, 13)",25.0,4,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,39,"(9, 24)",11.0,4,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,40,"(17, 40)",60.0,4,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,42,"(24, 10)",20.0,4,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,43,"(45, 7)",2.0,4,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,44,"(10, 1)",6.0,4,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,48,"(44, 32)",13.0,4,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,49,"(6, 24)",9.0,4,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
4,50,"(13, 19)",30.0,4,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,4,"(5, 12)",17.0,5,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,5,"(14, 37)",92.0,5,6,1,female,Int64[],false,0.0,Int64[],Int64[],[31]
5,6,"(24, 28)",6.0,5,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,7,"(9, 36)",18.0,5,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,8,"(34, 12)",16.0,5,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,10,"(39, 45)",9.0,5,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,12,"(33, 8)",26.0,5,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,15,"(26, 15)",6.0,5,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,18,"(2, 18)",1.0,5,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,19,"(48, 27)",12.0,5,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,20,"(13, 9)",9.0,5,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,21,"(6, 20)",19.0,5,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,22,"(20, 18)",10.0,5,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,23,"(32, 4)",41.0,5,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,25,"(10, 9)",3.0,5,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,26,"(44, 13)",14.0,5,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,27,"(33, 1)",20.0,5,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,29,"(38, 9)",12.0,5,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,32,"(25, 37)",6.0,5,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,35,"(31, 50)",3.0,5,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,36,"(43, 42)",1.0,5,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,38,"(37, 12)",28.0,5,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,39,"(9, 24)",10.0,5,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,40,"(14, 41)",106.0,5,5,4,female,Int64[],false,0.0,Int64[],Int64[],[17]
5,42,"(24, 9)",21.0,5,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,44,"(10, 1)",3.0,5,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,48,"(44, 32)",9.0,5,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,49,"(6, 24)",8.0,5,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
5,50,"(13, 19)",28.0,5,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,4,"(5, 12)",15.0,6,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,5,"(14, 38)",95.0,6,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,6,"(24, 28)",5.0,6,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,7,"(10, 36)",20.0,6,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,10,"(39, 45)",8.0,6,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,12,"(34, 12)",41.0,6,6,2,male,Int64[],false,0.0,Int64[],Int64[],[8]
6,15,"(29, 14)",7.0,6,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,19,"(48, 27)",10.0,6,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,20,"(13, 9)",8.0,6,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,21,"(6, 20)",18.0,6,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,22,"(20, 18)",7.0,6,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,23,"(31, 4)",43.0,6,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,26,"(44, 12)",13.0,6,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,27,"(32, 1)",19.0,6,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,29,"(37, 9)",12.0,6,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,32,"(25, 36)",4.0,6,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,35,"(31, 50)",1.0,6,4,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,38,"(37, 11)",31.0,6,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,39,"(9, 24)",9.0,6,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,40,"(14, 40)",106.0,6,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,42,"(24, 8)",22.0,6,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,48,"(44, 32)",5.0,6,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,49,"(6, 24)",7.0,6,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
6,50,"(13, 19)",26.0,6,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,4,"(5, 12)",13.0,7,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,5,"(15, 38)",98.0,7,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,6,"(24, 28)",4.0,7,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,7,"(10, 35)",22.0,7,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,10,"(39, 45)",7.0,7,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,12,"(29, 13)",47.0,7,6,2,male,Int64[],false,0.0,Int64[],Int64[],[15]
7,19,"(48, 27)",8.0,7,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,20,"(13, 9)",7.0,7,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,21,"(6, 20)",17.0,7,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,22,"(20, 18)",4.0,7,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,23,"(31, 5)",45.0,7,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,26,"(44, 11)",12.0,7,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,27,"(31, 1)",18.0,7,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,29,"(37, 8)",12.0,7,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,32,"(25, 35)",2.0,7,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
7,38,"(37, 10)",34.0,7,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[]
